Run,Keyword,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,cell_type,donor_id,cell_line,supplemented_with,disease_state,tissue,celltype,clone_id
SRR7246221,,OTHER,76,202370672,PRJNA474190,SAMN09293158,83620013,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4151047,GSM3169688,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169688,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246222,,OTHER,76,210586804,PRJNA474190,SAMN09293157,86058646,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4151048,GSM3169689,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169689,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246223,,OTHER,76,144509060,PRJNA474190,SAMN09293156,60345680,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX4151049,GSM3169690,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169690,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246224,,OTHER,76,160460624,PRJNA474190,SAMN09293155,66419596,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151050,GSM3169691,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169691,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246225,,OTHER,76,160370868,PRJNA474190,SAMN09293229,66182360,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4151051,GSM3169692,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169692,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246226,,OTHER,76,162809480,PRJNA474190,SAMN09293228,67167404,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4151052,GSM3169693,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169693,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246227,,OTHER,76,162220252,PRJNA474190,SAMN09293227,66992226,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4151053,GSM3169694,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169694,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246228,,OTHER,76,180399072,PRJNA474190,SAMN09293226,74023349,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4151054,GSM3169695,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169695,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246229,,OTHER,76,185530592,PRJNA474190,SAMN09293225,75748394,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4151055,GSM3169696,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169696,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246230,,OTHER,76,185595268,PRJNA474190,SAMN09293224,75727714,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4151056,GSM3169697,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169697,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246231,,OTHER,76,165026856,PRJNA474190,SAMN09293223,68599892,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX4151057,GSM3169698,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169698,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246232,,OTHER,76,197073776,PRJNA474190,SAMN09293222,81284950,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX4151058,GSM3169699,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169699,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246233,,OTHER,76,163532316,PRJNA474190,SAMN09293221,67889850,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX4151059,GSM3169700,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169700,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246234,,OTHER,76,221069256,PRJNA474190,SAMN09293220,90222142,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4151060,GSM3169701,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169701,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246235,,OTHER,76,194823188,PRJNA474190,SAMN09293219,81042646,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4151061,GSM3169702,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169702,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246236,,OTHER,76,172386772,PRJNA474190,SAMN09293218,71617930,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX4151062,GSM3169703,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169703,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246237,,OTHER,76,199946956,PRJNA474190,SAMN09293217,83264185,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX4151063,GSM3169704,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169704,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246238,,OTHER,76,15977784,PRJNA474190,SAMN09293216,6568387,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX4151064,GSM3169705,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169705,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246239,,OTHER,76,144971596,PRJNA474190,SAMN09293215,58690067,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4151065,GSM3169706,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169706,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR7246240,,OTHER,76,19069996,PRJNA474190,SAMN09293214,7827478,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX4151066,GSM3169707,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3169707,ATCC,SRP149537,hematopoietic cell line,,TF1,,,,,G10
SRR8193177,,RNA-Seq,76,49806980,PRJNA505670,SAMN10431695,21129776,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5012587,GSM3475129,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475129,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193178,,RNA-Seq,76,104760984,PRJNA505670,SAMN10431694,43837941,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5012588,GSM3475130,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475130,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193179,,RNA-Seq,76,155250368,PRJNA505670,SAMN10431693,65330018,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5012589,GSM3475131,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475131,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193180,,RNA-Seq,76,97894536,PRJNA505670,SAMN10431759,41500949,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5012590,GSM3475132,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475132,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193181,,RNA-Seq,76,136594800,PRJNA505670,SAMN10431758,57642821,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5012591,GSM3475133,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475133,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193182,,RNA-Seq,76,111749260,PRJNA505670,SAMN10431757,47108658,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5012592,GSM3475134,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475134,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193183,,RNA-Seq,76,110037588,PRJNA505670,SAMN10431756,45263546,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5012593,GSM3475135,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475135,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193184,,RNA-Seq,76,103815924,PRJNA505670,SAMN10431755,43640348,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5012594,GSM3475136,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475136,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193185,,RNA-Seq,76,116704992,PRJNA505670,SAMN10431754,48868458,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5012595,GSM3475137,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475137,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193186,,RNA-Seq,76,160569380,PRJNA505670,SAMN10431753,66976591,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5012596,GSM3475138,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475138,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193187,,RNA-Seq,76,44924132,PRJNA505670,SAMN10431752,19072248,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5012597,GSM3475139,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475139,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193188,,RNA-Seq,76,112934480,PRJNA505670,SAMN10431751,47987283,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5012598,GSM3475140,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475140,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193189,,RNA-Seq,76,145604372,PRJNA505670,SAMN10431750,60571690,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5012599,GSM3475141,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475141,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193190,,RNA-Seq,76,61802744,PRJNA505670,SAMN10431749,26049828,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5012600,GSM3475142,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475142,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193191,,RNA-Seq,76,86627460,PRJNA505670,SAMN10431748,36754311,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5012601,GSM3475143,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475143,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193192,,RNA-Seq,76,86828556,PRJNA505670,SAMN10431747,36199995,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5012602,GSM3475144,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475144,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193193,,RNA-Seq,76,109743696,PRJNA505670,SAMN10431746,45869749,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5012603,GSM3475145,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475145,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193194,,RNA-Seq,76,124023640,PRJNA505670,SAMN10431743,50869426,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5012604,GSM3475146,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475146,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193195,,RNA-Seq,76,143418992,PRJNA505670,SAMN10431742,59865803,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5012605,GSM3475147,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475147,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193196,,RNA-Seq,76,119423968,PRJNA505670,SAMN10431741,49463414,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5012606,GSM3475148,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475148,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193197,,RNA-Seq,76,113161948,PRJNA505670,SAMN10431740,46902226,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5012607,GSM3475149,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475149,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193198,,RNA-Seq,76,81793176,PRJNA505670,SAMN10431739,34197995,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5012608,GSM3475150,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475150,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193199,,RNA-Seq,76,147600436,PRJNA505670,SAMN10431745,62379320,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5012609,GSM3475151,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475151,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193200,,RNA-Seq,76,193607720,PRJNA505670,SAMN10431744,81503878,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5012610,GSM3475152,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475152,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193201,,RNA-Seq,76,151464048,PRJNA505670,SAMN10431738,63061356,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5012611,GSM3475153,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475153,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193202,,RNA-Seq,76,168598628,PRJNA505670,SAMN10431769,70893459,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5012612,GSM3475154,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475154,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193203,,RNA-Seq,76,147859520,PRJNA505670,SAMN10431768,62158728,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5012613,GSM3475155,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475155,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193204,,RNA-Seq,76,11336312,PRJNA505670,SAMN10431767,4925938,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5012614,GSM3475156,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475156,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193205,,RNA-Seq,76,139675992,PRJNA505670,SAMN10431766,57763388,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5012615,GSM3475157,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475157,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193206,,RNA-Seq,76,175055740,PRJNA505670,SAMN10431765,73258889,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5012616,GSM3475158,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475158,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193207,,RNA-Seq,76,153515972,PRJNA505670,SAMN10431764,64012717,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5012617,GSM3475159,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475159,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193208,,RNA-Seq,76,139606072,PRJNA505670,SAMN10431763,58521196,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5012618,GSM3475160,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475160,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193209,,RNA-Seq,76,150905144,PRJNA505670,SAMN10431762,63287600,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5012619,GSM3475161,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475161,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193210,,RNA-Seq,76,129593072,PRJNA505670,SAMN10431761,54551969,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5012620,GSM3475162,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475162,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193211,,RNA-Seq,76,98427068,PRJNA505670,SAMN10431760,43951542,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5012621,GSM3475163,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475163,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193212,,RNA-Seq,76,120881952,PRJNA505670,SAMN10431835,50970724,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5012622,GSM3475164,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475164,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193213,,RNA-Seq,76,117858064,PRJNA505670,SAMN10431834,50404894,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5012623,GSM3475165,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475165,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193214,,RNA-Seq,76,142416324,PRJNA505670,SAMN10431833,60629618,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5012624,GSM3475166,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475166,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193215,,RNA-Seq,76,120886208,PRJNA505670,SAMN10431832,51327845,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5012625,GSM3475167,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475167,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193216,,RNA-Seq,76,56853244,PRJNA505670,SAMN10431831,23572087,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5012626,GSM3475168,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475168,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193217,,RNA-Seq,76,137557492,PRJNA505670,SAMN10431830,58535034,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5012627,GSM3475169,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475169,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193218,,RNA-Seq,76,128123536,PRJNA505670,SAMN10431829,53978457,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5012628,GSM3475170,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475170,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193219,,RNA-Seq,76,160562084,PRJNA505670,SAMN10431828,68008312,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5012629,GSM3475171,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475171,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193220,,RNA-Seq,76,11919992,PRJNA505670,SAMN10431827,5155257,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5012630,GSM3475172,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475172,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193221,,RNA-Seq,76,58285464,PRJNA505670,SAMN10431826,24597268,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5012631,GSM3475173,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475173,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193222,,RNA-Seq,76,123720020,PRJNA505670,SAMN10431825,51165191,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5012632,GSM3475174,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475174,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
SRR8193223,,RNA-Seq,76,172755752,PRJNA505670,SAMN10431824,72590751,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5012633,GSM3475175,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-02-28T00:00:00Z,GSM3475175,human patient,SRP168821,primary cells,,,,colorectal adenocarcinoma,colon,,
